Serial Number,Date Created,TestingSoftwareVersion,Test Result,status_CL_2,status_CL_25,status_CL_8,status_OL,P_CL_2,P_Avg_CL_25,P_Avg_CL_8,P_Avg_OL,P_StdDev_CL_2,P_StdDev_CL_25,P_StdDev_CL_8,P_StdDev_OL,F_Avg_CL_2,F_Avg_CL_25,F_Avg_CL_8,F_Avg_OL,F_StdDev_CL_2,F_StdDev_CL_25,F_StdDev_CL_8,F_StdDev_OL,D_Avg_CL_2,D_Avg_CL_25,D_Avg_CL_8,D_Avg_OL,D_StdDev_CL_2,D_StdDev_CL_25,D_StdDev_CL_8,D_StdDev_OL
3M0023,11/1/2017 12:40,3.2,Fail,Fail,Fail,Fail,Fail,"21,007.70","19,022.12","19,009.12","18,751.49",4.502919,4.255265,3.766406,32.57643,277.43,278.3067,277.2667,277.4033,14.85406,16.28913,14.64675,19.57361,"30,845.32","34,819.48","34,841.77","34,210.54",7.839807,9.734299,10.5668,69.27962
3M0022,11/1/2017 11:49,3.2,Pass,Pass,Pass,Pass,Pass,"29,371.65","29,371.64","29,427.96","30,663.35",43.91521,61.89567,28.88644,10.29172,801.6433,"9,986.10",3196.567,"6,072.15",57.74554,83.938,48.76112,47.14924,322.31,3366.643,1115.353,2399.88,14.16583,25.78298,13.71941,12.48085
3M003A,11/1/2017 11:37,3.2,Pass,Pass,Pass,Pass,Pass,"29,401.49","29,351.44","29,394.34","30,669.31",39.46187,49.16908,37.16416,9.141682,798.86,"9,955.91",3194.933,"5,361.22",70.32627,85.96467,52.47105,39.65406,352.5467,3813.2,1266.227,2417.19,17.06245,22.12387,14.89908,8.673415
3M003A,11/1/2017 11:37,3.2,Fail,Fail,Pass,Fail,Pass,"29,431.85","29,467.38","29,442.89","30,670.99",184.5204,14.33422,37.37419,10.10723,516.8933,"9,997.12",3187.947,3855.94,363.4529,46.73275,56.66617,33.3778,"4,158.79","5,396.53","5,640.85",2442.437,259.6003,14.77043,21.9415,9.964778
3M003A,11/1/2017 11:37,3.2,Fail,Fail,Pass,Fail,Pass,"29,049.37","29,467.38","29,053.63","30,670.99",8.081698,14.33422,7.538777,10.10723,275.02,"9,997.12",273.4933,3855.94,13.28431,46.73275,12.21375,33.3778,"10,114.77","5,396.53","10,104.02",2442.437,12.68516,14.77043,10.96081,9.964778
3M001A,11/1/2017 11:02,3.2,Pass,Pass,Pass,Pass,Pass,"29,368.25","29,467.38","29,415.00","30,670.99",51.01977,14.33422,36.54245,10.10723,799.37,"9,997.12",3197.903,3855.94,71.86437,46.73275,49.02546,33.3778,504.75,"5,396.53",1755.367,2442.437,15.43616,14.77043,14.92197,9.964778
3M001C,11/1/2017 10:49,3.2,Pass,Pass,Pass,Pass,Pass,"29,472.40","29,400.76","29,487.89","30,673.57",39.02766,59.45334,27.32903,8.292536,804.4867,"9,979.58",3196.323,"5,839.62",67.8565,90.90606,54.32054,46.55992,318.61,3556.377,1179.747,2408.173,13.93806,22.62054,17.22191,10.49187
3M0021,11/1/2017 10:01,3.2,Pass,Pass,Pass,Pass,Pass,"29,282.84","29,505.61","29,407.97","30,668.46",57.15016,14.50449,32.024,8.553444,810.4867,"9,993.50",3199.657,3658.47,75.96564,50.78999,59.6524,37.18348,522.74,"5,749.44",1859.32,2457.02,18.4713,15.02782,14.9946,10.06291
3M0020,10/31/2017 15:11,3.2,Pass,Pass,Pass,Pass,Pass,"29,313.36","29,341.23","29,429.67","30,671.11",43.35018,53.98884,39.60475,9.341398,795.0167,"9,987.06",3203.09,"6,138.41",70.5164,84.53134,60.01884,39.94181,322.05,3359.92,1127.27,2405.643,14.78628,24.55825,17.20666,10.653
3M0020,10/31/2017 14:39,3.2,Pass,Pass,Pass,Pass,Pass,"29,320.88","29,279.79","29,385.91","30,671.34",55.35168,66.77455,42.38131,9.148111,807.0267,"9,985.07",3198.377,"6,541.77",84.97557,98.18371,65.52887,52.54181,289.0767,3118.337,1039.277,2393.963,14.96571,26.14787,15.28242,12.17585
3M001B,10/31/2017 11:01,3.2,Pass,Pass,Pass,Pass,Pass,"29,358.63","29,505.10","29,512.73","30,672.91",61.73823,11.88044,27.97275,8.831296,800.6367,"9,930.15",3200.563,"5,775.14",68.45364,82.93486,64.93909,46.09361,316.02,3599.643,1167.49,2409.37,17.92165,22.58291,16.91302,10.76386
3H0025,10/30/2017 12:43,3.2,Pass,Pass,Pass,Pass,Pass,"29,490.45","29,562.89","29,584.62","30,671.84",36.53426,17.21701,16.79642,9.741233,806.18,"10,004.04",3198.98,"5,422.21",77.60526,54.13643,60.20339,48.25913,377.6733,3870.353,1288.95,2412.977,18.52156,17.60223,14.5719,12.31418
3H0025,10/30/2017 12:43,3.2,Fail,Pass,Fail,Pass,Pass,"29,466.14","29,621.17","29,536.61","30,659.95",54.94524,165.7755,14.66355,8.377932,813.5533,"10,294.03",3202.55,"5,442.60",77.85211,891.2188,43.21525,39.76891,381.7067,3982.56,1271.12,2426.227,19.41558,393.05,13.08461,10.9115
3H000B,10/30/2017 9:32,3.2,Pass,Pass,Pass,Pass,Pass,"29,428.83","29,445.01","29,454.97","30,661.54",52.66514,177.1628,36.79915,8.86713,796.76,"10,244.29",3191.777,3612.96,68.83551,611.8808,54.11705,32.56313,543.71,"5,863.15",1887.653,2455.443,15.35358,419.8612,19.54425,8.874292
3H000B,10/26/2017 14:18,3.2,Pass,Pass,Pass,Pass,Pass,"29,284.69","29,452.80","29,410.96","30,645.05",52.79045,15.82334,20.31658,10.19642,803.32,"9,995.61",3193.807,3430.66,88.58019,47.49652,57.41108,38.31032,602.3733,"5,987.40",1979.38,2450.927,20.92437,16.54208,14.68274,11.04369
3H000B,10/26/2017 13:48,3.2,Fail,Pass,Pass,Fail,Pass,"29,349.48","29,354.52","29,430.44","30,650.70",38.56933,173.0604,26.61301,10.12427,807.6533,"10,243.52",3194.587,3441.683,59.3442,576.3451,49.42969,39.50473,607.77,"6,007.14",2000.49,2444.61,17.96382,417.1609,14.91168,10.57054
3M0010,10/26/2017 13:14,3.2,Fail,Fail,Fail,Fail,Fail,"28,035.91","28,341.53","29,152.27","26,585.25",8.33423,10.04336,1.391731,13.18448,268.9567,"5,201.63",266.33,264.86,16.77928,52.54377,19.47172,15.81674,"11,119.69","13,552.49","12,422.04","9,683.99",10.07057,12.25112,2.544129,17.26526
3M0010,10/26/2017 12:34,3.2,Fail,Fail,Fail,Fail,Fail,"27,933.78","27,665.27","27,938.89","26,496.41",10.07318,83.05971,6.924984,15.75132,269.1167,1738.957,269.13,267.59,23.94318,426.3661,19.0229,16.57719,"11,271.74","11,527.56","11,238.42","9,787.50",10.80562,87.00086,11.64174,21.48962
3M000Y,10/26/2017 11:51,3.2,Fail,Fail,Fail,Fail,Fail,"29,598.77","29,334.59","29,451.62","29,700.42",272.8348,54.06853,26.41527,8.227814,457.5167,"9,873.76",3190.183,267.5633,237.1451,83.98808,56.53958,14.30952,"4,590.92","9,817.81","6,089.69","4,275.50",234.9109,71.31195,18.66544,13.79894
3M000Y,10/26/2017 11:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,413.59","29,497.08","29,512.86","30,636.06",49.67656,15.26623,16.93166,9.974138,795.8667,"10,003.49",3200.49,3507.77,66.73501,56.18086,46.05836,33.13791,602.57,"5,961.37",1978.46,2465.56,15.55081,20.8016,16.59131,8.775275
3M000Y,10/26/2017 11:51,3.2,Fail,Fail,Fail,Fail,Fail,"29,448.12","29,457.38","29,462.49","29,554.56",391.0295,15.74864,17.68151,9.506311,421.5367,"9,984.14",3200.227,266.8133,235.8345,50.12593,46.33269,13.75404,"4,761.33","10,251.71","6,356.98","4,580.40",292.2436,12.30243,15.20211,14.71819
3M000Y,10/26/2017 11:51,3.2,Fail,Fail,Fail,Fail,Fail,"29,554.54","29,268.06","29,438.27","29,502.52",136.0049,64.92766,27.25859,7.23551,499.5867,"9,825.91",3197.35,262.1233,272.083,86.62266,52.81971,17.31106,"4,917.78","9,962.64","6,422.87","4,675.36",113.9627,87.61564,17.94268,12.27213
2A0009,10/24/2017 9:51,,Fail,Pass,Pass,Fail,Pass,"29,420.00","29,443.06","29,481.64","30,171.88",41.50841,30.80025,16.56403,8.114002,716.9433,"9,986.61",3204.103,265.49,198.7434,60.17623,60.35252,18.87833,3387.9,"6,755.68","4,308.30",3350,54.82766,25.35539,13.85934,11.07408
3C001R,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,367.40","29,466.08","29,420.08","30,667.57",42.81159,18.01262,36.78908,8.582282,801.9267,"9,994.04",3197.77,"4,041.10",63.29496,57.5292,46.37271,34.06857,432.5167,"5,243.26",1684.62,2452.767,13.6031,14.2856,15.59236,9.780321
2B0017,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,336.45","29,468.45","29,405.11","30,672.46",48.71206,173.7581,31.31929,8.431361,802.6633,"10,252.56",3200.747,"4,024.13",62.67004,607.5572,56.18663,35.92377,440.01,"5,333.68",1674.433,2431.99,14.5866,416.5447,14.51676,8.945093
2H001F,10/24/2017 9:51,3,Fail,Pass,Pass,Fail,Pass,"29,215.86","29,358.87","29,320.30","30,669.01",58.6858,139.7418,50.85826,9.621256,803.18,"10,211.16",3192.387,3314.573,62.13018,553.6041,52.87809,40.77161,863.22,"5,604.04",2053.923,2452,13.04924,334.9952,16.02228,9.93505
2H001F,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"26,105.36","26,904.42","26,387.95","27,377.22",35.04782,76.23274,48.37076,44.11736,267.9367,269.0067,267.4433,271.8667,26.10294,26.27216,24.56365,23.21039,198.69,211.3967,193.65,196.9067,10.07868,23.17599,19.28005,4.353377
2A0015,10/24/2017 9:51,3,Pass,Pass,Pass,Pass,Pass,"29,412.01","29,442.50","29,492.46","30,671.44",29.07006,238.0262,17.83693,8.965892,799.2567,"10,174.30",3199.083,"4,177.78",67.11061,796.791,66.30254,42.93069,447.5067,"5,103.17",1641.437,2424.253,16.36966,535.1218,14.81725,10.90487
2A0015,10/24/2017 9:51,3,Fail,Pass,Pass,Fail,Pass,"29,414.76","29,498.79","29,455.77","30,317.15",42.87252,21.59261,177.6294,6.474358,746.5467,"9,998.60",3276.36,262.3033,109.4749,50.21778,549.0584,26.42031,2997.06,"7,557.69","4,307.77",3122.823,61.64638,17.52806,363.3682,10.79587
3C005H,10/24/2017 9:51,3,Fail,Pass,Pass,Fail,Pass,"29,354.15","29,498.79","29,491.08","30,317.15",42.18761,21.59261,15.37238,6.474358,768.3133,"9,998.60",3205.57,262.3033,72.19656,50.21778,63.44065,26.42031,3034.927,"7,557.69","4,288.91",3122.823,42.87371,17.52806,15.91937,10.79587
3H001C,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,306.26","29,316.16","29,449.66","30,645.70",47.20787,18.74603,27.36421,9.067329,800.5467,"9,603.41",3193.54,"4,919.19",72.62428,102.0491,72.8281,35.709,471.3233,3983.977,1450.837,2424.88,14.67678,31.77024,18.70618,10.55535
3H0013,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,378.07","29,328.92","29,439.29","30,639.49",38.88028,69.67835,32.13182,10.30411,801.8733,"9,985.80",3198.137,"6,170.41",82.46655,89.65796,56.70302,43.42435,319.2667,3345,1118.727,2381.907,19.33721,29.34352,14.93623,12.1703
3H000D,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,328.60","29,475.22","29,489.22","30,639.16",72.09605,9.712042,28.47433,10.11674,791.5133,"9,904.07",3201.773,"5,692.39",84.23095,69.68948,48.07268,36.00887,323.9667,3666.707,1208.003,2424.953,19.00536,17.16089,13.50033,11.46449
3H0025,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,249","29,269.53","29,389.01","30,646.50",50.33084,62.89729,33.5208,9.161813,801.9133,"9,971.06",3197.647,"5,516.91",88.64235,109.0721,55.51793,44.30297,378.5967,3670.96,1249.21,2405.017,16.22157,30.35368,13.8448,11.13389
3H0025,10/24/2017 9:51,3.2,Fail,Pass,Pass,Fail,Pass,"29,329.22","29,306.64","29,413.67","30,645.81",49.51105,81.19202,49.62875,9.146843,807.5133,"9,968.78",3195.997,"5,546.67",94.31585,124.8208,61.31109,42.40144,370.26,3674.477,1240.607,2409.05,20.2667,34.03995,16.18706,10.65102
3H000M,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,317.07","29,491.81","29,441.08","30,645.18",60.94169,25.59398,23.00329,10.52248,803.4633,"9,991.13",3195.503,3646.527,65.28789,70.52673,75.58359,44.58906,539.2,"5,677.38",1834.49,2434.617,15.39914,20.62453,17.63827,11.81128
3H000M,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"29,263.58","29,524.52","29,441.72","30,641.83",54.67243,139.9959,19.47556,8.832294,801.8733,"10,180.87",3197.217,"5,585.98",95.52969,547.8843,53.99741,48.5403,239.15,3922.487,1166.85,2410.243,22.48965,294.4383,15.02925,12.51836
3H0025,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,290.88","29,273.99","29,362.87","30,641.49",51.44214,56.24776,28.38239,9.883278,805.1,"9,981.59",3202.623,"5,464.49",78.76105,86.48674,59.84313,47.08936,403.8133,3661.127,1253.5,2386.737,17.4315,26.16529,16.4847,11.98453
3H0012,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,348.50","29,425.37","29,433.96","30,652.21",45.89523,9.412571,17.25609,9.491506,805.5533,"9,816.10",3198.28,"5,425.49",72.31812,65.48646,72.53657,46.25017,374.4833,3762.263,1264.01,2412.98,18.91297,16.59665,20.85355,11.86579
3H000Z,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,268.34","29,414.17","29,397.17","30,639.87",46.64454,18.39412,24.10469,11.24531,802.15,"9,994.70",3196.68,"5,923.74",90.6392,66.02873,56.73038,40.31869,315.1233,3508.513,1130.08,2404.007,19.04908,16.4477,14.24592,11.43028
3H0012,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,340.27","29,280.21","29,393.14","30,650.21",52.34468,55.2563,29.85769,9.85105,801.4433,"9,987.51",3201.75,"5,521.01",84.30366,72.65681,64.62647,37.46279,379.16,3710.347,1253.56,2406.34,16.73396,22.60934,16.54,10.3975
3H000Z,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,324.58","29,447.46","29,447.89","30,650.09",46.53425,15.59797,19.3144,9.165804,794.96,"10,004.22",3194.633,"5,961.72",83.25054,65.68054,60.87401,53.98899,331.8033,3514.367,1143.12,2400.197,20.36454,14.86274,20.28149,11.08136
3H001Q,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Fail,"29,275.70","29,444.22","29,381.10","30,369.95",53.35229,17.72197,23.21904,4.202339,796.85,"10,002.23",3200.787,"4,996.35",77.55663,61.31175,61.75292,33.0427,309.04,3353.66,1084.283,1871.98,15.62419,16.2213,17.392,8.60109
3H001Q,10/24/2017 9:51,3.2,Fail,Pass,Pass,Pass,Fail,"29,305.46","29,239.98","29,385.77","30,371.81",60.30843,56.74767,31.84917,4.772287,804.0367,"9,994.94",3200.99,"5,056.96",85.42711,90.24159,56.30166,40.46029,305.94,3237.967,1083.213,1866.277,17.08708,25.40427,14.7955,9.428267
3H001Q,10/24/2017 9:51,3.2,Fail,Pass,Pass,Pass,Fail,"29,305.46","29,239.98","29,385.77","30,371.81",60.30843,56.74767,31.84917,4.772287,804.0367,"9,994.94",3200.99,"5,056.96",85.42711,90.24159,56.30166,40.46029,305.94,3237.967,1083.213,1866.277,17.08708,25.40427,14.7955,9.428267
3H0025,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,356.27","29,551.10","29,415.63","30,640.68",43.97993,211.6835,36.4968,10.09393,802.1667,"10,179.45",3197.787,"5,481.25",59.82548,833.4602,67.76592,40.62426,366.9667,3911.95,1242.873,2422.59,14.90457,454.1094,18.60478,11.33496
3H0027,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,274.95","29,443.36","29,385.14","30,639.10",55.12963,17.39025,21.08251,9.653665,806.4,"9,993.35",3196.573,3653.27,79.28026,58.53685,57.25024,34.55975,580.7833,"5,585.88",1841.123,2417.47,18.88505,19.2571,15.02816,10.94944
3H000N,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,269.57","29,301.59","29,392.95","30,650.60",48.32965,51.68371,42.08171,10.28737,803.73,"9,985.84",3195.737,"5,716.50",75.18214,93.98791,55.6504,41.83042,369.3067,3567.88,1204.193,2403.6,14.86927,25.16637,17.47326,10.74389
3H0025,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Fail,"27,881.33","28,489.14","27,878.78","26,359.23",9.47285,19.72202,9.921004,17.58986,271.1333,"6,564.66",274.15,270.8733,15.46686,157.2131,17.78959,17.20793,"10,121.52","12,569.78","10,111.52","8,690.14",12.40543,24.13234,13.45827,20.78447
3H0025,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Fail,"27,510.61","27,666.44","27,634.14","26,341.82",21.25722,10.699,11.87996,17.86031,273.7467,269.55,270.9533,270.1133,14.32341,17.60936,18.85561,16.68582,"10,445.27","10,289.84","10,350.48","9,006.32",23.89197,13.85003,15.00031,22.30463
3C006T,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Fail,"29,397.99","29,270.29","29,371.57","30,636.15",25.42697,51.2776,43.23333,12.27754,798.76,"9,960.39",3190.61,2053.687,60.75132,71.70585,40.66076,39.88677,994.4767,"9,313.15",3248.087,2495.52,19.86295,57.35507,19.61212,12.05161
3H0004,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,258.02","29,432.05","29,432.62","30,644.20",56.8311,19.279,19.85912,9.539585,796.76,"9,992.90",3198.983,"4,221.13",64.54706,58.16738,68.6204,33.99688,484.0733,"4,933.86",1613.517,2434.313,16.00437,19.09867,17.3857,9.873306
3H000M,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,379.27","29,330.32","29,353.34","30,651.02",29.25022,290.4647,36.22052,9.866659,800.0467,"10,025.30",3201.797,"4,134.04",61.56101,875.3363,53.49871,42.45542,503.9867,"4,982.22",1663.273,2425.31,15.30551,607.4067,14.08707,11.27919
3H000K,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,333.22","29,466.01","29,473.44","30,649.13",43.88345,17.623,16.76337,9.484163,804.2867,"9,993.57",3196.457,"4,130.84",71.41961,35.94891,53.35611,35.96248,486.3367,"5,045.98",1655.443,2441.853,15.0436,14.5579,20.28697,11.74667
3H000N,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Pass,"29,334.66","29,390.53","29,426.46","30,637.27",44.09075,33.53693,17.93408,11.21541,808.1033,"9,970.47",3195.637,2705.697,58.20999,47.82199,49.85262,36.17411,750.69,"7,630.03",2510.953,2479.587,17.70913,38.83316,16.63837,14.89494
3H000N,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"29,280.26","29,302.24","29,357.66","30,649.31",54.09306,121.7536,29.76738,9.777385,814.5367,"10,157.95",3197.09,3579.863,71.27683,427.0727,55.29562,35.72521,654.2633,"5,804.35",2796.07,2439.76,29.05594,292.4849,17.01595,10.54258
3H000N,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"29,311.08","29,302.24","29,357.66","30,649.31",44.49191,121.7536,29.76738,9.777385,805.16,"10,157.95",3197.09,3579.863,69.1552,427.0727,55.29562,35.72521,830.4233,"5,804.35",2796.07,2439.76,18.21524,292.4849,17.01595,10.54258
3H000N,10/24/2017 9:51,3.2,Fail,Fail,Pass,Fail,Pass,"29,310.03","29,302.24","29,430.66","30,649.31",50.81697,121.7536,20.45137,9.777385,812.45,"10,157.95",3197.377,3579.863,71.56309,427.0727,58.91026,35.72521,848.06,"5,804.35",2809.917,2439.76,18.65253,292.4849,17.65818,10.54258
3H001W,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,288.41","29,302.24","29,366.97","30,649.31",65.99595,121.7536,29.62594,9.777385,804.95,"10,157.95",3202.123,3579.863,70.07582,427.0727,59.8405,35.72521,535.5,"5,804.35",1889.81,2439.76,20.08983,292.4849,16.52215,10.54258
3C006P,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,352.92","29,440.18","29,360.49","30,644.42",60.36284,7.337354,34.70291,9.354724,800.11,"9,892.02",3198.567,"5,296.81",63.75392,56.1599,49.65477,40.47852,536.5267,3715.753,1357.913,2410.793,17.11069,13.71363,15.46459,10.38667
3H000P,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,328.32","29,486.92","29,453.05","30,650.94",55.35186,20.87439,16.42495,9.141251,801.0033,"9,994.60",3198.07,3981.163,101.5505,42.86487,65.54703,35.84261,473.68,"5,235.24",1688.66,2436.78,19.14211,18.05932,16.08169,10.76413
3H000Q,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,351.24","29,343.57","29,446.95","30,657.52",50.02885,295.9973,25.67704,8.990767,795.5533,"10,014.02",3195.28,"4,034.31",82.73693,855.3918,53.13121,47.08412,468.94,"5,108.32",1685.357,2434.153,17.81554,608.2728,14.72283,9.114795
3H000Q,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,364.89","29,481.94","29,479.07","30,653.92",42.00082,17.53376,18.73995,9.554889,801.5067,"9,995.64",3195.94,3619.097,69.31827,48.99709,49.23456,29.02061,568.83,"5,674.25",1871.193,2429.27,15.28848,16.06559,14.00907,10.83246
3H001X,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,326.31","29,402.33","29,487.09","30,649.06",45.83157,17.73017,19.80636,9.285542,802.8367,"9,897.68",3195.297,"5,414.97",71.39695,77.51886,53.6871,46.49534,368.4967,3770.833,1268.433,2403.317,14.93452,21.73389,14.08303,11.34295
3H001R,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,394.85","29,313.09","29,442","30,650.52",42.44263,53.59195,44.19344,9.738611,803.7467,"9,968.37",3198.517,"5,342.50",73.18697,93.9973,61.07411,36.6587,362.0733,3816.873,1288.43,2406.557,14.72901,24.0922,15.8788,10.82845
3H001T,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,385.83","29,459.56","29,473.68","30,657.30",35.66089,8.213573,15.43203,9.304557,802.57,"9,961.63",3198.967,"5,665.42",65.26299,53.61282,43.10277,47.82371,331.0367,3676.097,1195.22,2401.927,16.09555,15.83444,14.52614,12.0028
3H001U,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,339.89","29,455.21","29,457.01","30,650.61",49.53294,11.85985,16.65136,9.302929,802.7933,"9,998.90",3199.873,"5,741.59",72.52876,59.03712,48.04656,38.06814,337.8967,3632.967,1174.42,2405.9,14.63703,12.80962,13.45987,10.79125
3H000Y,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,235.45","29,457.57","29,403.10","30,654.04",60.19805,21.52352,17.00969,9.905204,801.4,"9,995.34",3196.31,"6,478.03",95.49309,74.39425,59.66705,42.92102,289.0967,3212.143,1028.49,2390.987,15.16063,14.98223,14.56326,12.93967
3H000R,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,324.84","29,280.96","29,361.96","30,647.30",44.61771,56.92955,28.79468,9.888759,802.8533,"9,980.45",3196.44,"6,183.10",77.0128,82.60554,58.84377,40.11339,382.4733,3305.547,1076.77,2390.587,19.71099,25.73316,16.1727,12.45825
3H000V,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,447.80","29,356.31","29,499.65","30,649.54",32.90536,46.79531,14.75328,9.059511,799.3533,"9,991.75",3199.873,"5,891.55",53.09293,67.77777,45.27111,41.64497,319.4567,3502.84,1164.867,2389.98,14.66881,16.77721,13.1605,11.21066
3H000W,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,277.46","29,429.76","29,445.29","30,655.57",61.67238,13.51466,19.70705,9.229813,796.1367,"9,990.71",3199.727,"5,783.86",89.92246,57.73445,59.70912,42.05084,294.13,3578.84,1138.287,2401.577,19.80817,13.83149,18.78531,11.6715
3H000X,10/24/2017 9:51,3.2,Fail,Fail,Fail,Fail,Pass,"29,374.65","29,323.16","29,412.16","30,642.33",34.66402,66.98625,29.64576,9.700903,807.3767,"9,952.89",3193.633,2564.28,53.40775,81.10018,41.26607,41.43385,740.86,"7,887.78",2641.3,2462.493,16.89797,71.10635,14.54153,12.4813
3H000X,10/24/2017 9:51,3.2,Fail,Fail,Pass,Pass,Pass,"29,351.72","29,487.75","29,433.12","30,648.52",54.10492,14.97437,32.95806,10.22237,807.4933,"9,996.84",3201.997,"5,226.29",62.5685,59.57721,60.60237,45.42273,765.8367,"4,055.40",1301.617,2423.763,18.72827,15.32904,15.77841,11.84295
3H000X,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,370.13","29,487.75","29,433.12","30,648.52",62.69089,14.97437,32.95806,10.22237,801.9033,"9,996.84",3201.997,"5,226.29",86.11736,59.57721,60.60237,45.42273,357.9233,"4,055.40",1301.617,2423.763,18.32196,15.32904,15.77841,11.84295
3H0009,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,264.00","29,379.94","29,437.37","30,648.83",78.64038,39.29253,18.93566,9.277327,794.7133,"9,974.35",3200.273,3538.8,84.93378,51.16701,68.79009,41.3495,523.62,"5,797.99",1880.26,2441.56,16.77604,36.09463,17.25675,11.51798
3H0007,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,266.91","29,325.22","29,329.35","30,659.70",51.0446,330.5627,38.60465,8.992432,800.8467,"10,061.06",3198.117,"4,028.80",71.55687,1034.652,57.81818,35.63465,488.88,"5,095.11",1681.303,2431.903,15.43399,713.0546,15.11062,9.863607
3H001H,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,262.17","29,291.23","29,384.88","30,657.78",52.15044,369.633,27.7155,9.024635,807.65,"10,064.12",3197.597,3927.16,64.08433,1081.485,59.09444,40.87926,499.03,"5,218.52",1723.59,2434.797,15.79854,798.4553,17.68775,10.19481
3H000K,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,310.16","29,265.56","29,375.05","30,653.90",46.22081,55.66604,28.77997,9.462815,802.6633,"9,989.25",3199.417,"5,770.49",91.63036,76.68461,54.37918,39.78744,331.6767,3501.81,1170.657,2399.4,16.51737,25.47115,13.53348,12.18943
3H000K,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,294.22","29,308.79","29,382.65","30,653.19",62.11497,366.3829,30.44069,9.660556,801.83,"10,040.33",3201.11,"4,001.29",80.16842,1091.842,57.8931,47.58629,476.27,"5,133.42",1689.593,2427.12,19.66531,783.026,20.22562,12.51238
3H000M,10/24/2017 9:51,3.2,Fail,Pass,Fail,Pass,Pass,"29,318.88","29,495.14","29,432.54","30,655.06",47.28477,300.4148,18.78888,9.699131,802.53,"10,303.12",3203.473,"4,038.85",71.21086,936.1242,64.17941,35.81713,472.5833,"5,334.69",1672.1,2436.997,18.93905,675.4674,17.0702,10.04193
3H000M,10/24/2017 9:51,3.2,Pass,Pass,Pass,Pass,Pass,"29,275.90","29,470.76","29,410.77","30,658.87",57.01002,17.38987,38.65483,9.657906,804.43,"10,000.09",3197.037,"4,242.96",81.83269,51.74977,50.72764,35.6242,460.0233,"4,884.12",1593.523,2429.177,19.22277,11.13892,12.99715,10.08832
